일련번호,번호,명칭,명칭(원문),요약,요약(원문),출원인,출원인영문명,출원인국가,출원인대표명,발명자,국제특허분류,공통특허분류,미국특허분류,출원번호,출원일,공개번호,공개일,공고번호,공고일,등록번호,등록일,우선권번호,국제출원번호,국제출원일,국제공개번호,국제공개일,INPADOC 패밀리,심사관,대리인,지정국가,독립 청구항수,전체 청구항수,대표 청구항,대표 청구항(원문),전체 청구항,전체 청구항(원문),권리 현황,최종 상태,현재소유자,권리만료예상일,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,특허평가점수,발명자평가평균등급,발명자평가평균점수,FI,F-Term,INPADOC패밀리수,INPADOC패밀리국가수,발명자수,Genealogy수,INPADOC패밀리국가,소유권이전여부,소유권최종양도일,특허전문 Link
2414,USD562745,Vehicle gear shifter,,,,"Honda Motor Co., Ltd.",,JP,HONDA MOTOR CO LTD,Schowalter; Jean-Paul,1216,,D12/179,US29/250673,2006.11.27,,,,,USD562745,2008.02.26,,,,,,USD562745S,Brown; Melody N.,"Plumsea Law Group, LLC",,1,1,,,"The ornamental design for a vehicle gear shifter, as shown and described.",,Alive,Alive,HONDA MOTOR CO LTD,2022.02.26,"USD411497,USD440918,USD440919,USD473501,USD483308,USD492629,USD510061",,"USD585013,USD593025,USD597456,USD656438,USD758263,USD758934",7,6,,,A0,7,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562745__?key=lEQ7cgkI3Iuk03P8twA2stY3rPqOW14Q&site=FOCUST3-KR
2415,USD562742,Vehicle rear bumper cover,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Platto; Gordon|Kasparian; Aram|Mistry; Xitij,1216,,D12/169,US29/250344,2006.11.10,,,,,USD562742,2008.02.26,,,,,,USD562742S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle rear bumper cover, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.26,"USD542194,USD542195,USD545734,USD550130",,"USD575692,USD580834,USD589416,USD598824,USD626470,USD651541,USD684903",4,7,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562742__?key=lEQ7cgkI3Iuk03P8twA2sttvnLZMThu6&site=FOCUST3-KR
2416,USD562739,Grill for a motor vehicle,,,,Toyota Jidosha Kabushiki Kaisha,,JP,TOYOTA JIDOSHA KK,Miyazaki; Shiniti,1216,,D12/163,US29/272359,2007.02.07,,,,,USD562739,2008.02.26,,,,,,USD562739S,Brown; Melody N,"Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P.",,1,1,,,"The ornamental design for a grill for a motor vehicle, as shown and described.",,Alive,Alive,TOYOTA JIDOSHA KK,2022.02.26,"USD525920,USD526943,USD531096,USD531097",,"USD583722,USD592564",4,2,,,C,2,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562739__?key=lEQ7cgkI3Iuk03P8twA2shH8YusNBDdd&site=FOCUST3-KR
2417,USD562737,Dust seal cap of front fork for two-wheeled vehicle,,,,Showa Corporation,,JP,SHOWA CORP,Fujita; Nobuaki,1211,,D12/118,US29/212053,2004.08.25,,,,,USD562737,2008.02.26,JP 2004011741 (2004.04.16),,,,,USD562737S,Brooks; Cathron|Brooks; Linda,"Orum & Roth, LLC",,1,1,,,"We claim the ornamental design for a dust seal cap of front fork for two-wheeled vehicle, as shown and described.",,Alive,Alive,SHOWA CORP,2022.02.26,"US5715903,USD522853",JP49-9040,,2,0,,,B0,4,,,1,1,1,0,US,N,2004.07.30,http://service.wisdomain.net/FullTextService/View/USD0562737__?key=lEQ7cgkI3Iuk03P8twA2sp1oSBv2T%2bdA&site=FOCUST3-KR
2418,USD562734,Vehicle,,,,Polaris Industries Inc.,,US,POLARIS INDUSTRIES INC,Tandrup; Matt D.,1211,,D12/107,US29/266858,2006.09.29,,,,,USD562734,2008.02.26,,,,,,USD562734S,Brooks; Cathron|Brooks; Linda,Baker & Daniels LLP,,1,1,,,"We claim the ornamental design for the vehicle, as shown and described.",,Alive,Alive,POLARIS INDUSTRIES INC,2022.02.26,"USD412464,USD438823,USD538200",,"USD636707,USD638755",3,2,,,C,2,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562734__?key=lEQ7cgkI3Iuk03P8twA2spcmmKdDBp6i&site=FOCUST3-KR
2419,USD562733,Vehicle,,,,Volkswagen AG,,DE,VOLKSWAGEN AG,Schreyer; Peter|Lichte; Marc|Lesnik; Robert,1208,,D12/092,US29/211823,2004.08.23,,,,,USD562733,2008.02.26,EM 138748 (2004.02.23),,,,,USD562733S,Brown; Melody N.,"Stoffel, Klaus P.; Wolff & Samson PC",,1,1,,,"The ornamental design for a vehicle, as shown and described.",,Alive,Alive,VOLKSWAGEN AG,2022.02.26,"USD440527,USD465436,USD497327,USD500000,USD500709",,USD574754,5,1,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562733__?key=lEQ7cgkI3Iuk03P8twA2sokAZGs4MDzo&site=FOCUST3-KR
2420,USD562715,Vehicle safety light with tripod and suction cup,,,,,,,,Treloar; John C.,1005,,"D10/113.4, D10/113.3, D10/114.3",US29/281421,2007.06.22,,,,,USD562715,2008.02.26,,,,,,USD562715S,Jackson; Marcus A.,"Larson & Larson; Liebenow, Frank",,1,1,,,"I claim the ornamental design for a vehicle safety light with tripod and suction cup, as shown and described.",,Alive,Alive,INNOVATIVE PRODUCTS INTERNATIONAL LLC,2022.02.26,"USD389078,USD437433,USD506942,USD514009",,"US8651438,US9303853,USD606893,USD607360,USD671436,USD697157,USD706887",4,7,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562715__?key=lEQ7cgkI3Iuk03P8twA2stMkHU1eztcs&site=FOCUST3-KR
2421,USD562613,Cover for vehicle seat headrest,,,,Sevic System Luxembourg S.A.,,LU,SEVIC SYSTEM LUXEMBOURG SA,Pascal; Albert,613,,D06/611,US29/249482,2006.10.09,,,,,USD562613,2008.02.26,US 29/222396 (2005.01.28),,,,,"USD547589S, USD562613S, USD564277S",Simmons; Ian|Doan; Anhdao,"Polster, Lieder, Woodruff & Lucchesi, L.C.",,1,1,,,"The ornamental design for a cover for vehicle seat headrest, as shown and described.",,Alive,Alive,SEVIC SYSTEM LUXEMBOURG SA,2022.02.26,"US4725094,USD309227,USD387604,US6406334,USD481244,US6786547,US7040697,US7066544,2005/0110313",,,9,0,,,C,2,,,3,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562613__?key=lEQ7cgkI3Iuk03P8twA2sqMGtHgWmkrT&site=FOCUST3-KR
2422,USD562576,Vehicle seat,,,,Recaro GmbH & Co. KG,,DE,RECARO GMBH CO,Ritzel; Michael|Beermann; Frank,601,,D06/356,US29/244128,2005.12.06,,,,,USD562576,2008.02.26,"DE 10 2005 027 074 (2005.06.11), EM 000420567-0001 (2005.10.24), EM 000420567-0002 (2005.10.24)",,,,,"DE102005027074A1, DE502006008336D1, EP1890905A2, EP1890905B1, JP2008545584A, JP5017537B2, US2008088168A1, US7458644B2, USD562576S, WO2007019900A2, WO2007019900A3",Veynar; Caron D.|Bahta; Abraham,"Womble Carlyle Sandridge & Rice, PLLC",,1,1,,,"The ornamental design for a vehicle seat, as shown and described.",,Alive,Alive,RECARO AUTOMOTIVE GMBH & CO KG,2022.02.26,"US3924893,USD280472,USD283469,USD315255,USD317534,USD321095,USD332181,USD354629,USD355986,USD356694,USD391410,USD396152,USD404209,USD406475,USD411690,USD440062,USD453078,USD453425,USD458465,USD460279,USD478221,USD504579,USD504785,USD506084,USD507122,USD509077,USD513565,USD513894,USD532211,USD534732,USD535485,USD536185,USD536543","EM120480-0001,EM138730-0001,EM138730-0002,EM138730-0003,EM138730-0004,EM215553-0001,EM215553-0002,EM232251-0001,EM232251-0002,JPD1261466,JPD1261468,JPD1272713","USD576413,USD577212,USD579219,USD579220,USD587025,USD591964,USD591965,USD615311,USD651001,USD651002,USD651003,USD651004,USD651819,USD652642,USD655097,USD656751,USD665181,USD694031,USD718562,USD721896,USD721897,USD748926,USD752353,USD776475",33,24,,,A-,6,,,7,5,2,0,"DE,EP,JP,US,WO",Y,2012.01.16,http://service.wisdomain.net/FullTextService/View/USD0562576__?key=lEQ7cgkI3Iuk03P8twA2spVK46mT9a%2fn&site=FOCUST3-KR
2423,USD562479,Exterior surface configuration of a vehicle rear light,,,,,,,,Hsu; Hong Ming,2606,,D26/028,US29/291888,2007.09.18,,,,,USD562479,2008.02.19,,,,,,USD562479S,Jackson; Marcus A.,"Chen, Esq., Alexander",,1,1,,,"The ornamental design for an exterior surface configuration of a vehicle rear light, as shown and described.",,Alive,Alive,,2022.02.19,"USD506557,USD529209,USD529641",,,3,0,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562479__?key=lEQ7cgkI3Iuk03P8twA2sk%2bbfLYl2va0&site=FOCUST3-KR
2424,USD562478,Exterior surface configuration of a vehicle rear light,,,,,,,,Hsu; Hong Ming,2606,,D26/028,US29/291879,2007.09.18,,,,,USD562478,2008.02.19,,,,,,USD562478S,Jackson; Marcus A.,"Chen, Esq., Alexander",,1,1,,,"The ornamental design for an exterior surface configuration of a vehicle rear light, as shown and described.",,Alive,Alive,,2022.02.19,"USD536809,USD550380",,,2,0,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562478__?key=lEQ7cgkI3Iuk03P8twA2stFA6QCyqxKC&site=FOCUST3-KR
2425,USD562477,Exterior surface configuration of a vehicle rear light,,,,,,,,Hsu; Hong Ming,2606,,D26/028,US29/291877,2007.09.18,,,,,USD562477,2008.02.19,,,,,,USD562477S,Jackson; Marcus A.,"Chen, Esq., Alexander",,1,1,,,"The ornamental design for an exterior surface configuration of a vehicle rear light, as shown and described.",,Alive,Alive,,2022.02.19,"USD542445,USD550380",,"USD570015,USD584432,USD584433,USD586013,USD586016,USD586019,USD586020,USD592336,USD634042,USD635283,USD635284,USD635285,USD635695,USD665111,USD665112,USD666755,USD674934,USD693036,USD693037,USD696445,USD701631,USD707864,USD711567,USD711568,USD712573,USD714984,USD720872,USD720873,USD757966,USD760929,USD761456",2,31,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562477__?key=lEQ7cgkI3Iuk03P8twA2shwuZ4Gn8B%2bI&site=FOCUST3-KR
2426,USD562216,Wiper blade for car,,,,,,,,Park; Se-Heon,1206,,D12/219,US29/264442,2006.08.10,,,,,USD562216,2008.02.19,KR 30-2006-0026574 (2006.06.22),,,,,USD562216S,Cadmus; Stacia,"Lowe Hauptman & Berner, LLP",,1,1,,,"The ornamental design for a wiper blade for car, as shown and described.",,Alive,Alive,,2022.02.19,"USD419950,USD443582,USD443854,USD511735,USD524223",,"USD596102,USD606480",5,2,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562216__?key=lEQ7cgkI3Iuk03P8twA2sn3hHDPSZsKC&site=FOCUST3-KR
2427,USD562208,Segment of the front face of a vehicle wheel,,,,DaimlerChrysler AG,,DE,DAIMLERCHRYSLER CORP,Pfeiffer; Peter,1216,,D12/213,US29/274048,2007.03.26,,,,,USD562208,2008.02.19,DE 4 06 04 995 (2006.09.27),,,,,"USD562207S, USD562208S, USD563304S, USD563306S",Cadmus; Stacia,Crowell & Moring LLP,,1,1,,,"The ornamental design for a segment of the front face of a vehicle wheel, as shown and described.",,Alive,Alive,DAIMLERCHRYSLER CORP,2022.02.19,"USD427555,USD472866,USD480674,USD494524,USD504097,USD530258,USD535238,USD548161,USD550140",,USD573081,9,1,,,AA,9,,,4,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562208__?key=lEQ7cgkI3Iuk03P8twA2srB3RFXRirMl&site=FOCUST3-KR
2428,USD562207,Front face of a vehicle wheel,,,,DaimlerChrysler AG,,DE,DAIMLERCHRYSLER CORP,Pfeiffer; Peter,1216,,D12/211,US29/274049,2007.03.26,,,,,USD562207,2008.02.19,DE 4 06 04 995 (2006.09.27),,,,,"USD562207S, USD562208S, USD563304S, USD563306S",Cadmus; Stacia,Crowell & Moring LLP,,1,1,,,"The ornamental design for a front face of a vehicle wheel, as shown and described.",,Alive,Alive,DAIMLERCHRYSLER CORP,2022.02.19,"USD427555,USD472866,USD480674,USD494524,USD504097,USD530258,USD535238,USD548161,USD550140",,"USD573081,USD575718,USD634691,USD660768,USD670634,USD677209,USD682764,USD693284,USD727232,USD754051",9,10,,,AA,9,,,4,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562207__?key=lEQ7cgkI3Iuk03P8twA2si9%2b5Bx190Fp&site=FOCUST3-KR
2429,USD562203,Rear fender for a motor vehicle,,,,Toyota Jidosha Kabushiki Kaisha,,JP,TOYOTA JIDOSHA KK,Shimoguchi; Kenta|Furukawa; Takayasu|Fukushima; Yusuke,1216,,D12/184,US29/253273,2006.02.03,,,,,USD562203,2008.02.19,,,,,,USD562203S,Brown; Melody N.,"Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P.",,1,1,,,"The ornamental design for a rear fender for a motor vehicle, as shown and described.",,Alive,Alive,TOYOTA JIDOSHA KK,2022.02.19,"USD471498,USD472193,USD502133",,"USD593466,USD597005,USD597006",3,3,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562203__?key=lEQ7cgkI3Iuk03P8twA2ssAAMh8MxUdd&site=FOCUST3-KR
2430,USD562202,Vehicle front fender,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Tant; Sean W|Bucher; George|Sanders; Jeff|Smith; Michael,1216,,D12/184,US29/250666,2006.11.27,,,,,USD562202,2008.02.19,,,,,,USD562202S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle front fender, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.19,"USD503912,USD509778,USD542200",,"USD601934,USD614100,USD693748,USD695172,USD746743,USD756278,USD758935,USD762538,USD789848",3,9,,,A-,6,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562202__?key=lEQ7cgkI3Iuk03P8twA2stfpF3J9zMp4&site=FOCUST3-KR
2431,USD562201,Vehicle front fender,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Gresens; Richard|Grake; James|Wehrly; Shawn,1216,,D12/184,US29/249187,2006.09.26,,,,,USD562201,2008.02.19,,,,,,USD562201S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle front fender, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.19,"USD489656,USD493393,USD502131",,"USD576090,USD579835,USD579836,USD579837,USD586712,USD601934,USD603773,USD609150,USD610512,USD614100,USD615012,USD615013,USD643978,USD693748,USD695172",3,15,,,A-,6,,,1,1,3,0,US,Y,2006.10.05,http://service.wisdomain.net/FullTextService/View/USD0562201__?key=lEQ7cgkI3Iuk03P8twA2sljDK16gJvJQ&site=FOCUST3-KR
2432,USD562200,Vehicle hood,,,,Pierce Manufacturing Company,,US,PIERCE MANUFACTURING CO,Lackore; James Roger|Chilton; Darren J.|Muston; Shaun C.,1216,,D12/173,US29/272842,2007.02.20,,,,,USD562200,2008.02.19,,,,,,USD562200S,Brown; Melody N.,Foley & Lardner LLP,,1,1,,,"We claim the ornamental design for a vehicle hood, as shown and described.",,Alive,Alive,PIERCE MANUFACTURING CO,2022.02.19,"US5501567,USD497580,US6883815,USD521425,US7073847,USD540218,US7207582,2005/0253344(US7331586),2006/0037760(US7234534),2006/0065411(US7389826),2006/0180322(US7387348)",,,11,0,,,B-,3,,,1,1,3,0,US,Y,2007.01.22,http://service.wisdomain.net/FullTextService/View/USD0562200__?key=lEQ7cgkI3Iuk03P8twA2srNDAYag2bwL&site=FOCUST3-KR
2433,USD562199,Vehicle hood,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Ellis; Michael G|Nowery; Mark B|Schiavone; Patrick J|Gillespie; David R.,1216,,D12/173,US29/250662,2006.11.27,,,,,USD562199,2008.02.19,,,,,,USD562199S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle hood, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.19,"USD489299,USD493753,USD520418,USD520921",,"USD584204,USD608261",4,2,,,B+,5,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562199__?key=lEQ7cgkI3Iuk03P8twA2sgPE6j3yFy9Q&site=FOCUST3-KR
2434,USD562197,Vehicle bumper,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Ellis; Michael G|Nowery; Mark B|Schiavone; Patrick J|Gillespie; David R.,1216,,D12/169,US29/250649,2006.11.27,,,,,USD562197,2008.02.19,,,,,,USD562197S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle bumper, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.19,"USD447453,USD519067,USD545248,USD546736",,,4,0,,,B+,5,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562197__?key=lEQ7cgkI3Iuk03P8twA2snSyUS0ZkI9a&site=FOCUST3-KR
2435,USD562193,Vehicle grille,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Platto; Gordon|Mahoney; David|Mistry; Xitij|Schiavone; Patrick|Horbury; Peter,1216,,D12/163,US29/275766,2007.01.05,,,,,USD562193,2008.02.19,,,,,,USD562193S,Brown; Melody N.,"MacKenzie, Frank A.; Brooks Kushman P.C.",,1,1,,,"The ornamental design for a vehicle grille, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.19,"USD523791,USD525912,USD531555,USD533119,USD543899,USD545729,USD547239",,"USD572178,USD578938,USD579385,USD587171,USD594795,USD594890,USD596089,USD596540,USD605989,USD610515,USD619056,USD619507,USD630560,USD703110,USD725555,USD740185,USD755089",7,17,,,A-,6,,,1,1,5,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0562193__?key=lEQ7cgkI3Iuk03P8twA2sv2jVub4%2f60b&site=FOCUST3-KR
2436,USD562189,Front cover for four wheel vehicle,,,,"Honda Motor Co., Ltd.",,JP,HONDA MOTOR CO LTD,Miwa; Koji|Mikami; Takao,1211,,D12/107,US29/260172,2006.05.22,,,,,USD562189,2008.02.19,JP 2005034278 (2005.11.22),,,,,USD562189S,Brooks; Cathron|Brooks; Linda,"Birch, Stewart, Kolasch & Birch, LLP",,1,1,,,"We claim the ornamental design for a front cover for four wheel vehicle, as shown and described.",,Alive,Alive,HONDA MOTOR CO LTD,2022.02.19,US7097207,JP1179663,"USD665308,USD665309,USD665312,USD665705,USD701143,USD738257,USD787985",1,7,,,A-,6,,,2,2,2,0,"CA,US",N,,http://service.wisdomain.net/FullTextService/View/USD0562189__?key=lEQ7cgkI3Iuk03P8twA2suwuq09%2b90wA&site=FOCUST3-KR
2437,USD561919,Automotive lamp,,,,,,,,Yang; Hsiu Pen,2606,,D26/028,US29/269802,2006.12.08,,,,,USD561919,2008.02.12,,,,,,USD561919S,Jackson; Marcus A.,,,1,1,,,"I claim the ornamental design for the automotive lamp, as shown and described.",,Alive,Alive,,2022.02.12,"USD528680,USD528686,USD529209,USD529641,USD532534",,,5,0,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561919__?key=lEQ7cgkI3IvO%2fITnoyG86rMKt%2fPqWLu6&site=FOCUST3-KR
2438,USD561918,Vehicle headlight lens,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Aris; Stephen|Ectors; Bregt|Van Den Acker; Laurens,2606,,D26/028,US29/246007,2005.12.13,,,,,USD561918,2008.02.12,,,,,,"CA116238S, USD561918S",Jackson; Marcus A.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle headlight lens, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.12,"USD535763,USD536113,USD537180,USD540482,USD541445,USD546486",,,6,0,,,B+,5,,,2,2,3,0,"CA,US",Y,2006.01.17,http://service.wisdomain.net/FullTextService/View/USD0561918__?key=lEQ7cgkI3IvO%2fITnoyG86iHDRR9YFnAq&site=FOCUST3-KR
2439,USD561757,Radio control panel in a vehicle,,,,Bose Corporation,,US,BOSE CORP,Price; Carl J.|Fontana; Gustavo L.,1401,,001/001,US29/249778,2006.10.20,,,,,USD561757,2008.02.12,,,,,,,Spear; Robert M.|Kile; Katrina A,Fish & Richardson P.C.,,1,1,,,"The ornamental design for a radio control panel in a vehicle, substantially as shown and described.",,Dead,Withdrawn,BOSE CORP,2022.02.12,"USD44146,USD343842,USD427591,USD440927,USD443609,USD517033",,,6,0,,,B0,4,,,0,0,2,0,,N,,http://service.wisdomain.net/FullTextService/View/USD0561757__?key=lEQ7cgkI3IvO%2fITnoyG86mW3CflO%2bksg&site=FOCUST3-KR
2440,USD561756,Radio control panel in a vehicle,,,,Bose Corporation,,US,BOSE CORP,Price; Carl J.|Fontana; Gustavo L.,1401,,001/001,US29/249775,2006.10.20,,,,,USD561756,2008.02.12,,,,,,,Spear; Robert M.|Kile; Katrina A,Fish & Richardson P.C.,,1,1,,,"The ornamental design for a radio control panel in a vehicle, substantially as shown and described.",,Dead,Withdrawn,BOSE CORP,2022.02.12,"USD44146,USD343842,USD427591,USD440927,USD443609,USD517033",,,6,0,,,B0,4,,,0,0,2,0,,N,,http://service.wisdomain.net/FullTextService/View/USD0561756__?key=lEQ7cgkI3IvO%2fITnoyG86leANvOHnbG5&site=FOCUST3-KR
2441,USD561685,Tire for a car,,,,"Kumho Tire Co., Inc.",,KR,KUMHO TIRE CO LTD,Lee; Si-On,1215,,D12/588,US29/260232,2006.05.23,,,,,USD561685,2008.02.12,,,,,,USD561685S,Spear; Robert M.|Kile; Katrina A,Baker & Hostetler LLP,,1,1,,,"The ornamental design for a tire for a car, as shown and described.",,Alive,Alive,KUMHO TIRE CO LTD,2022.02.12,"USD451862,USD483007",,"USD578059,USD581351,USD583308,USD583310,USD585364,USD586733,USD588984,USD589437,USD591224,USD601084,USD611893,USD612326,USD613671,USD615024,USD642975,USD643805,USD648266,USD657733,USD660784,USD737753,USD741790,USD742810,USD744411,USD749039,USD779411,USD781778,USD789284",2,27,,,B0,4,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561685__?key=lEQ7cgkI3IvO%2fITnoyG86iSY%2bB2RTh1M&site=FOCUST3-KR
2442,USD561681,Turtle car top carrier,,,,,,,,Villarreal; Victoria,1216,,D12/413,US29/283576,2007.08.17,,,,,USD561681,2008.02.12,,,,,,USD561681S,Cadmus; Stacia,"Gallagher & Dawsey Co. LPA; Gallagher, Michael J.; Dawsey, David J.",,1,1,,,"I claim the ornamental design for a turtle car top carrier, as shown and described.",,Alive,Alive,,2022.02.12,"USD243428,USD250421,USD253667,USD260794,USD335340,USD377633,USD422207,USD429215,USD435011,USD513285,USD530571,USD532057,USD540246",,"USD586977,USD610523,USD610524,USD627935",13,4,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561681__?key=lEQ7cgkI3IvO%2fITnoyG86qQ2QZkQ6qKy&site=FOCUST3-KR
2443,USD561670,Rear view vehicle mirror cover,,,,"Putco, Inc.",,US,PUTCO INC,Elwell; James P.|Koesters; Adam R.|Coffman; Brett L.,1216,,D12/188,US29/248757,2006.08.31,,,,,USD561670,2008.02.12,,,,,,USD561670S,Cadmus; Stacia,"McKee, Voorhees & Sease, P.L.C.",,1,1,,,"We claim the ornamental design for a rear view vehicle mirror cover, as shown.",,Alive,Alive,PUTCO INC,2022.02.12,"USD299020,USD350721,USD379034,USD410421,USD435344,USD468670,USD472860,USD506962,USD537248",,"USD653192,USD672304,USD744919",9,3,,,B0,4,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561670__?key=lEQ7cgkI3IvO%2fITnoyG86hmiUbt5b9AK&site=FOCUST3-KR
2444,USD561669,Door mirror of motor vehicle,,,,Mazda Motor Corporation,,JP,MAZDA MOTOR CORP,Sato; Youichi|Kimura; Dai|Asano; Hitomaro|Hamada; Kazuya|Hirozawa; Kenji|Kato; Kenji,1216,,D12/187,US29/287133,2007.07.02,,,,,USD561669,2008.02.12,,,,,,USD561669S,Cadmus; Stacia,"Nixon Peabody LLP; Studebaker, Donald R.",,1,1,,,"The ornamental design for a door mirror of motor vehicle, as shown and described.",,Alive,Alive,MAZDA MOTOR CORP,2022.02.12,"USD455690,USD464922,USD511127,USD549142","JPD1110309,JPD1226135,JPD1226156",,4,0,,,B+,5,,,1,1,6,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561669__?key=lEQ7cgkI3IvO%2fITnoyG86uzjDmN%2bkkM8&site=FOCUST3-KR
2445,USD561668,Front fender of motor vehicle,,,,Mazda Motor Corporation,,JP,MAZDA MOTOR CORP,Suzuki; Hideki|Hayasaka; Satoshi|Nishimura; Takafumi|Mitsuyasu; Eijirou,1216,,D12/184,US29/254633,2006.02.27,,,,,USD561668,2008.02.12,,,,,,USD561668S,Brown; Melody N.,"Nixon Pebody LLP; Studebaker, Donald R.",,1,1,,,"The ornamental design for a front fender of motor vehicle, as shown and described.",,Alive,Alive,MAZDA MOTOR CORP,2022.02.12,"USD502131,USD507514,USD509778,USD526257,USD536648","JP1066734,JP1110301,JP1143790,JP1210200","USD576090,USD580326,USD581332,USD582821,USD586712,USD597459,USD598347,USD607797,USD607798,USD610512,USD620407,USD628947,USD630985,USD631413,USD654413,USD659616,USD671871,USD672295,USD699644,USD699645,USD700119,USD785521,USD787395",5,23,,,B0,4,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561668__?key=lEQ7cgkI3IvO%2fITnoyG86hY6kZY3wSQb&site=FOCUST3-KR
2446,USD561667,Vehicle front fender,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Platto; Gordon|Kasparian; Aram|Mistry; Xitij,1216,,D12/184,US29/250345,2006.11.10,,,,,USD561667,2008.02.12,,,,,,USD561667S,Brown; Melody N.,"Porcari, Damian",,1,1,,,"The ornamental design for a vehicle front fender, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2022.02.12,"USD502131,USD525925,USD526257",,"USD580326,USD581332,USD582821,USD583736,USD584207,USD585347,USD591213,USD593915,USD603773,USD604681,USD607797,USD607798,USD609150,USD610512,USD615012,USD615013,USD629344,USD631413,USD654413,USD659616,USD671871,USD672295,USD680045,USD683679,USD684907,USD709010,USD755096,USD762151,USD763753,USD785521,USD787395,USD789856",3,32,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0561667__?key=lEQ7cgkI3IvO%2fITnoyG86pXYnKXnQutg&site=FOCUST3-KR
